is_canceled,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,assigned_room_type,required_car_parking_spaces
1,July,3,5,2,0,0,BB,PRT,E,0
1,July,2,1,2,0,0,HB,PRT,A,0
1,July,2,5,2,0,0,BB,PRT,A,0
1,July,1,1,2,0,0,BB,PRT,E,0
1,July,1,4,2,0,0,BB,PRT,D,0
1,July,1,4,2,0,0,HB,PRT,A,0
1,July,1,4,2,0,0,BB,PRT,D,0
1,July,1,4,2,0,0,HB,PRT,D,0
1,July,1,4,2,0,0,BB,PRT,D,0
1,July,1,5,2,0,0,BB,PRT,A,0
1,July,1,5,2,0,0,HB,PRT,A,0
1,July,2,5,2,0,0,BB,PRT,A,0
1,July,0,1,2,0,0,BB,PRT,D,0
1,July,0,4,2,0,0,BB,PRT,E,0
1,July,2,5,1,0,0,BB,PRT,A,0
1,July,2,7,2,0,0,BB,PRT,A,0
1,July,2,7,2,0,0,BB,PRT,A,0
1,July,0,3,2,0,0,HB,PRT,A,0
1,July,0,3,2,0,0,BB,PRT,D,0
1,July,2,5,2,0,0,BB,PRT,D,0
1,July,0,2,2,0,0,FB,PRT,A,0
1,July,0,2,2,2,0,BB,PRT,G,0
1,July,0,1,1,0,0,BB,PRT,A,0
1,July,0,1,2,0,0,BB,PRT,F,0
1,July,0,2,2,0,0,BB,PRT,A,0
1,July,0,3,2,0,0,BB,PRT,A,0
1,July,0,3,2,0,0,HB,PRT,A,0
1,July,0,3,2,0,0,HB,PRT,A,0
1,July,2,3,2,0,0,BB,PRT,E,0
1,July,1,3,2,0,0,BB,PRT,D,0
1,July,2,4,2,0,0,BB,PRT,D,0
1,July,0,2,2,0,0,BB,PRT,A,0
1,July,0,2,2,0,0,BB,PRT,A,0
1,July,1,2,2,0,0,BB,PRT,A,0
1,July,2,5,2,2,0,BB,PRT,G,0
1,July,1,2,2,0,0,BB,PRT,D,0
1,July,0,1,2,0,0,BB,PRT,C,0
1,July,2,4,2,2,0,HB,PRT,C,0
1,July,2,2,2,0,0,HB,PRT,A,0
1,July,2,2,2,0,1,BB,PRT,E,0
1,July,2,3,2,2,0,BB,PRT,H,0
1,July,2,5,2,0,0,HB,PRT,D,0
1,July,2,6,2,0,0,HB,PRT,D,0
1,July,2,1,2,0,0,BB,PRT,E,0
1,July,2,2,2,0,0,BB,PRT,D,0
1,July,2,4,1,0,0,BB,PRT,D,0
1,July,2,5,2,0,0,HB,PRT,E,0
1,July,2,5,2,0,0,BB,PRT,A,0
1,July,2,5,2,0,0,HB,PRT,E,0
1,July,2,5,2,0,0,BB,PRT,D,0
1,July,2,4,2,2,0,BB,PRT,G,0
1,July,2,4,2,0,0,BB,PRT,A,0
1,July,3,5,2,2,0,BB,PRT,G,0
1,July,1,2,2,2,0,BB,PRT,G,0
1,July,1,3,2,0,0,BB,PRT,D,0
1,July,1,3,2,0,0,BB,PRT,D,0
1,July,1,4,2,2,0,BB,PRT,G,0
1,July,1,4,2,0,0,BB,PRT,D,0
1,July,1,5,2,2,0,BB,PRT,G,0
1,July,1,5,2,0,0,BB,PRT,D,0
1,July,2,5,2,1,0,FB,PRT,F,0
1,July,2,5,2,1,0,HB,PRT,A,0
1,July,2,5,2,0,0,BB,PRT,G,0
1,July,3,6,2,0,0,HB,PRT,A,0
1,July,3,6,2,0,0,FB,PRT,D,0
1,July,3,8,2,0,0,HB,PRT,A,0
1,July,3,8,2,0,0,HB,PRT,A,0
1,July,0,2,2,0,0,BB,PRT,E,0
1,July,0,3,2,0,0,BB,PRT,A,0
1,July,0,4,2,2,0,BB,PRT,G,0
1,July,0,4,2,0,0,BB,PRT,A,0
1,July,0,4,2,0,0,BB,PRT,D,0
1,July,0,4,2,2,0,BB,PRT,G,0
1,July,0,4,2,0,0,BB,PRT,D,0
1,July,1,4,2,0,0,BB,PRT,D,0
1,July,0,1,1,0,0,BB,PRT,A,0
1,July,0,3,2,0,0,BB,PRT,A,0
1,July,0,3,2,0,0,BB,PRT,D,0
1,July,1,3,2,2,0,BB,PRT,H,0
1,July,1,3,2,0,0,BB,PRT,E,0
1,July,2,4,2,0,0,BB,PRT,E,0
1,July,1,3,2,0,0,BB,PRT,D,0
1,July,0,1,2,0,0,BB,PRT,A,0
1,July,0,2,2,2,0,BB,PRT,G,0
1,July,0,2,2,0,0,BB,PRT,D,0
1,July,0,2,2,0,0,BB,PRT,E,0
1,July,0,2,2,0,0,BB,PRT,D,0
1,July,1,2,2,0,0,BB,PRT,A,0
1,July,2,2,2,0,0,BB,PRT,D,0
1,July,2,2,2,0,0,BB,PRT,A,0
1,July,2,5,2,0,0,FB,PRT,A,0
1,July,2,5,2,0,0,HB,PRT,A,0
1,July,2,6,2,2,0,BB,PRT,H,0
1,July,3,7,2,0,0,BB,PRT,A,0
1,July,4,10,3,0,0,BB,PRT,A,0
1,July,0,1,2,0,0,BB,PRT,A,0
1,July,1,1,2,0,0,BB,PRT,A,0
1,July,1,1,2,0,0,BB,PRT,A,0
1,July,1,1,2,0,0,BB,PRT,A,0
1,July,2,3,2,0,0,BB,PRT,A,0
1,July,2,4,2,0,0,BB,PRT,A,0
1,July,2,5,2,0,0,BB,PRT,A,0
1,July,2,5,2,0,0,HB,PRT,A,0
1,July,2,5,2,0,0,BB,PRT,A,0
1,July,2,6,1,0,0,BB,PRT,A,0
1,July,3,6,2,0,0,BB,PRT,A,0
1,July,3,6,1,0,0,BB,PRT,A,0
1,July,3,6,2,0,0,BB,PRT,D,0
1,July,4,10,2,0,0,BB,PRT,A,0
1,July,2,5,2,1,0,BB,PRT,A,0
1,July,2,5,2,0,0,BB,PRT,E,0
1,July,2,2,2,0,0,BB,PRT,D,0
1,July,2,3,2,0,0,BB,PRT,A,0
1,July,2,4,2,1,0,BB,PRT,A,0
1,July,2,4,2,0,0,BB,PRT,E,0
1,July,2,4,2,1,0,BB,PRT,A,0
1,July,2,4,2,0,0,BB,PRT,E,0
1,July,3,5,2,0,0,HB,PRT,A,0
1,July,3,5,2,0,0,HB,PRT,A,0
1,July,1,1,2,2,0,BB,PRT,H,0
1,July,1,1,2,2,0,BB,PRT,G,0
1,July,1,1,1,0,0,HB,PRT,A,0
1,July,1,1,2,0,0,HB,PRT,D,0
1,July,1,3,2,0,0,BB,PRT,A,0
1,July,1,3,2,0,0,BB,PRT,A,0
1,July,1,3,2,0,0,BB,PRT,A,0
1,July,1,3,2,0,0,BB,PRT,E,0
1,July,1,4,2,0,0,BB,PRT,A,0
1,July,1,4,2,0,0,HB,PRT,A,0
1,July,1,5,3,0,0,HB,PRT,A,0
1,July,2,5,2,0,0,BB,PRT,E,0
1,July,2,5,2,0,0,BB,PRT,G,0
1,July,2,5,2,0,0,BB,PRT,A,0
1,July,2,5,2,0,0,BB,PRT,E,0
1,July,0,3,2,2,0,BB,PRT,G,0
1,July,0,3,2,0,0,BB,PRT,D,0
1,July,0,5,2,0,0,BB,PRT,D,0
1,July,2,6,2,0,0,BB,PRT,D,0
1,July,0,4,2,0,0,BB,PRT,A,0
1,July,1,4,2,0,0,BB,PRT,D,0
1,July,1,4,2,0,0,HB,PRT,D,0
1,July,1,4,3,0,0,HB,PRT,H,0
1,July,1,4,2,0,0,HB,PRT,D,0
1,July,1,4,2,0,0,BB,PRT,A,0
1,July,1,4,2,0,0,HB,PRT,D,0
1,July,2,5,2,0,0,BB,PRT,F,0
1,July,2,5,2,0,0,BB,PRT,D,0
1,July,2,5,2,0,0,BB,PRT,D,0
1,July,2,6,2,0,0,BB,PRT,A,0
1,July,0,1,2,0,0,BB,PRT,D,0
1,July,0,1,1,0,0,BB,PRT,A,0
1,July,0,1,2,0,0,BB,PRT,H,0
1,July,0,3,2,0,0,BB,PRT,A,0
1,July,0,3,2,0,0,BB,PRT,D,0
1,July,0,3,2,0,0,BB,PRT,A,0
1,July,0,3,2,0,0,BB,PRT,A,0
1,July,0,3,2,0,0,BB,PRT,D,0
1,July,1,3,2,0,0,BB,PRT,E,0
1,July,1,3,2,0,0,BB,PRT,A,0
1,July,2,3,2,0,0,BB,PRT,A,0
1,July,2,5,2,0,0,BB,PRT,D,0
1,July,0,1,2,0,0,BB,PRT,A,0
1,July,0,1,2,0,0,BB,PRT,D,0
1,July,0,1,2,0,0,BB,PRT,D,0
1,July,0,2,2,0,0,BB,PRT,D,0
1,July,0,2,2,0,0,BB,PRT,A,0
1,July,0,2,2,0,0,BB,PRT,A,0
1,July,0,2,2,0,0,BB,PRT,A,0
1,July,0,2,2,0,0,BB,PRT,E,0
1,July,1,2,2,0,0,BB,PRT,A,0
1,July,1,2,2,0,0,BB,PRT,A,0
1,July,1,2,2,0,0,BB,PRT,A,0
1,July,1,2,2,0,0,BB,PRT,A,0
1,July,1,2,2,0,0,BB,PRT,D,0
1,July,1,2,2,0,0,BB,PRT,A,0
1,July,2,2,2,0,0,BB,PRT,A,0
1,August,2,1,2,0,0,HB,PRT,A,0
1,August,2,1,2,0,0,HB,PRT,A,0
1,August,0,1,2,0,0,BB,PRT,D,0
1,August,0,1,2,0,0,BB,PRT,F,0
1,August,0,1,2,0,0,BB,PRT,A,0
1,August,0,1,2,0,0,BB,PRT,F,0
1,August,0,1,2,0,0,BB,PRT,G,0
1,August,0,1,2,2,0,BB,PRT,G,0
1,August,0,1,2,0,0,BB,PRT,D,0
1,August,2,3,2,2,0,HB,PRT,C,0
1,August,2,4,2,0,0,BB,PRT,A,0
1,August,2,5,2,2,0,BB,PRT,C,0
1,August,2,5,2,2,0,BB,PRT,G,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,D,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,1,0,HB,PRT,A,0
1,August,2,6,2,0,0,BB,PRT,A,0
1,August,3,6,2,0,0,HB,PRT,E,0
1,August,4,6,2,2,0,BB,PRT,C,0
1,August,4,6,2,1,0,BB,PRT,D,0
1,August,4,10,2,2,0,BB,PRT,C,0
1,August,1,0,2,0,0,BB,PRT,A,0
1,August,2,0,2,0,0,BB,PRT,C,0
1,August,2,3,2,0,0,BB,PRT,E,0
1,August,2,3,2,0,0,BB,PRT,E,0
1,August,4,10,2,0,0,BB,PRT,D,0
1,August,1,1,2,0,0,HB,PRT,D,0
1,August,1,3,2,0,0,BB,PRT,D,0
1,August,1,4,2,0,0,BB,PRT,D,0
1,August,1,4,2,2,0,BB,PRT,C,0
1,August,2,5,2,0,1,HB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,0,3,1,0,0,BB,PRT,F,0
1,August,0,3,2,0,0,BB,PRT,A,0
1,August,0,4,2,0,0,BB,PRT,D,0
1,August,1,5,2,0,0,BB,PRT,D,0
1,August,0,1,2,0,0,BB,PRT,F,0
1,August,0,3,2,0,0,HB,PRT,A,0
1,August,0,4,2,0,0,BB,PRT,D,0
1,August,1,4,2,0,0,BB,PRT,E,0
1,August,1,4,2,0,0,HB,PRT,D,0
1,August,2,6,2,0,0,HB,PRT,A,0
1,August,0,1,1,0,0,BB,PRT,A,0
1,August,0,3,2,0,0,BB,PRT,A,0
1,August,1,3,3,0,0,BB,PRT,D,0
1,August,0,2,2,2,0,BB,PRT,H,0
1,August,0,2,2,0,0,BB,PRT,D,0
1,August,1,2,2,0,0,BB,PRT,D,0
1,August,2,2,2,2,0,BB,PRT,G,0
1,August,2,2,2,0,0,BB,PRT,A,0
1,August,2,2,2,0,0,HB,PRT,D,0
1,August,2,4,2,0,0,HB,PRT,A,0
1,August,2,5,2,2,0,BB,PRT,C,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,0,1,2,0,0,BB,PRT,E,0
1,August,1,1,2,0,0,BB,PRT,A,0
1,August,1,1,2,2,0,BB,PRT,C,0
1,August,2,2,2,0,0,BB,PRT,A,0
1,August,2,4,2,0,0,HB,PRT,D,0
1,August,2,5,2,0,0,HB,PRT,D,0
1,August,2,5,2,0,0,BB,PRT,D,0
1,August,2,5,2,2,0,BB,PRT,C,0
1,August,2,5,2,0,0,HB,PRT,F,0
1,August,2,5,2,0,0,HB,PRT,D,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,6,1,0,0,BB,PRT,E,0
1,August,2,0,2,1,0,BB,PRT,D,0
1,August,2,0,2,0,0,BB,PRT,E,0
1,August,2,3,2,0,0,BB,PRT,A,0
1,August,2,3,1,0,0,BB,PRT,A,0
1,August,2,4,2,0,0,HB,PRT,A,0
1,August,2,4,2,0,0,BB,PRT,E,0
1,August,2,4,2,0,0,BB,PRT,A,0
1,August,2,5,2,2,0,BB,PRT,G,0
1,August,2,5,2,0,0,BB,PRT,D,0
1,August,4,10,2,0,0,HB,PRT,A,0
1,August,4,10,1,0,0,HB,PRT,A,0
1,August,1,2,2,0,0,BB,PRT,D,0
1,August,1,1,2,0,0,BB,PRT,A,0
1,August,1,4,2,0,0,BB,PRT,E,0
1,August,1,4,2,0,0,HB,PRT,D,0
1,August,1,5,2,0,0,HB,PRT,A,0
1,August,1,5,2,1,0,BB,PRT,D,0
1,August,1,5,2,0,0,BB,PRT,A,0
1,August,2,5,4,0,0,BB,PRT,H,0
1,August,2,5,2,0,1,HB,PRT,E,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,3,5,2,0,0,BB,PRT,F,0
1,August,3,5,2,0,0,BB,PRT,F,0
1,August,0,2,2,0,0,BB,PRT,A,0
1,August,0,2,2,0,0,BB,PRT,D,0
1,August,0,2,2,0,0,BB,PRT,A,0
1,August,0,3,2,0,0,BB,PRT,A,0
1,August,0,3,2,0,0,BB,PRT,A,0
1,August,0,3,1,0,0,BB,PRT,A,0
1,August,0,4,2,0,0,BB,PRT,E,0
1,August,0,4,2,0,0,BB,PRT,A,0
1,August,0,4,1,1,0,BB,PRT,C,0
1,August,0,5,2,0,0,BB,PRT,G,0
1,August,0,5,2,0,0,HB,PRT,D,0
1,August,0,5,3,0,0,BB,PRT,A,0
1,August,0,5,2,0,0,HB,PRT,D,0
1,August,1,5,2,0,0,HB,PRT,D,0
1,August,2,5,2,0,0,HB,PRT,D,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,0,5,2,0,0,BB,PRT,A,0
1,August,0,5,2,0,0,BB,PRT,A,0
1,August,2,10,2,0,0,HB,PRT,E,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,0,1,2,0,1,BB,PRT,E,0
1,August,0,4,2,0,0,BB,PRT,D,0
1,August,0,4,2,0,0,BB,PRT,D,0
1,August,2,5,2,0,0,BB,PRT,D,0
1,August,2,6,2,0,0,BB,PRT,E,0
1,August,2,8,1,0,0,BB,PRT,D,0
1,August,4,10,2,0,0,BB,PRT,A,0
1,August,0,1,2,0,0,BB,PRT,E,0
1,August,0,2,2,0,0,BB,PRT,A,0
1,August,0,3,2,0,0,BB,PRT,A,0
1,August,0,3,2,0,0,BB,PRT,A,0
1,August,0,3,2,0,0,BB,PRT,A,0
1,August,2,3,2,0,0,BB,PRT,E,0
1,August,2,3,2,0,0,BB,PRT,A,0
1,August,2,3,1,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,B,0
1,August,0,2,2,2,0,BB,PRT,G,0
1,August,0,2,2,0,0,HB,PRT,E,0
1,August,2,2,2,0,0,HB,PRT,A,0
1,August,2,2,2,0,0,HB,PRT,D,0
1,August,2,2,2,0,0,HB,PRT,F,0
1,August,2,5,3,0,0,HB,PRT,D,0
1,August,2,5,2,0,0,HB,PRT,E,0
1,August,2,5,2,2,0,HB,PRT,C,0
1,August,2,3,2,0,0,BB,PRT,A,0
1,August,2,3,2,0,1,HB,PRT,E,0
1,August,2,3,3,0,0,HB,PRT,A,0
1,August,2,3,2,0,0,HB,PRT,A,0
1,August,2,3,2,0,0,HB,PRT,A,0
1,August,2,4,3,0,0,FB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,D,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,E,0
1,August,2,5,3,1,0,BB,PRT,C,0
1,August,2,6,2,0,0,HB,PRT,D,0
1,August,2,6,2,1,0,HB,PRT,C,0
1,August,2,5,2,0,0,HB,PRT,D,0
1,August,1,0,2,0,0,BB,PRT,E,0
1,August,1,0,2,0,0,BB,PRT,E,0
1,August,1,0,2,0,0,BB,PRT,E,0
1,August,1,0,2,0,0,BB,PRT,E,0
1,August,1,0,2,0,0,BB,PRT,E,0
1,August,2,0,2,0,0,BB,PRT,A,0
1,August,2,1,2,0,0,BB,PRT,D,0
1,August,2,2,2,0,0,BB,PRT,E,0
1,August,2,2,2,0,0,BB,PRT,A,0
1,August,2,2,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,D,0
1,August,2,5,2,1,0,HB,PRT,D,0
1,August,2,5,2,0,0,BB,PRT,D,0
1,August,2,5,2,0,0,BB,PRT,D,0
1,August,3,5,2,0,0,BB,PRT,D,0
1,August,4,6,2,0,0,BB,PRT,A,0
1,August,4,10,2,2,0,BB,PRT,C,0
1,August,4,10,2,0,0,BB,PRT,A,0
1,August,1,4,2,0,0,BB,PRT,A,0
1,August,1,3,2,0,0,HB,PRT,A,0
1,August,1,4,3,0,0,HB,PRT,A,0
1,August,1,4,3,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,1,0,BB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,2,5,1,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,3,5,2,0,1,BB,PRT,A,0
1,August,3,7,2,0,0,BB,PRT,A,0
1,August,0,3,2,0,0,HB,PRT,A,0
1,August,0,3,2,0,0,HB,PRT,E,0
1,August,0,1,2,0,0,BB,PRT,E,0
1,August,0,3,2,0,0,HB,PRT,E,0
1,August,0,5,2,0,0,HB,PRT,E,0
1,August,0,5,2,0,0,BB,PRT,E,0
1,August,0,5,2,0,0,BB,PRT,A,0
1,August,0,4,2,1,0,HB,PRT,D,0
1,August,2,5,1,0,0,HB,PRT,D,0
1,August,2,5,2,0,0,HB,PRT,D,0
1,August,0,4,2,0,0,BB,PRT,D,0
1,August,1,4,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,D,0
1,August,2,7,2,0,0,HB,PRT,D,0
1,August,0,2,2,0,0,HB,PRT,E,0
1,August,2,4,3,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,H,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,0,2,2,0,0,BB,PRT,D,0
1,August,1,2,1,0,1,BB,PRT,A,0
1,August,1,2,2,0,0,BB,PRT,A,0
1,August,2,4,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,7,2,0,0,BB,PRT,A,0
1,August,0,1,2,0,0,BB,PRT,C,0
1,August,0,1,2,0,0,BB,PRT,E,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,A,0
1,August,3,6,2,0,0,BB,PRT,D,0
1,August,4,6,2,0,0,BB,PRT,D,0
1,August,2,2,2,0,0,HB,PRT,A,0
1,August,2,4,2,0,0,BB,PRT,A,0
1,August,2,2,2,0,0,BB,PRT,D,0
1,August,2,3,3,1,0,HB,PRT,H,0
1,August,2,3,2,0,0,BB,PRT,A,0
1,August,2,3,2,0,0,BB,PRT,A,0
1,August,2,3,2,2,0,BB,PRT,H,0
1,August,2,4,2,0,0,HB,PRT,E,0
1,August,2,4,2,0,0,HB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,1,HB,PRT,E,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,4,2,0,0,BB,PRT,D,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,4,6,1,0,0,BB,PRT,A,0
1,August,4,6,1,1,0,HB,PRT,A,0
1,August,1,1,2,0,0,BB,PRT,D,0
1,August,1,1,2,0,0,BB,PRT,A,0
1,August,1,2,2,0,0,BB,PRT,A,0
1,August,1,2,2,0,0,BB,PRT,A,0
1,August,1,3,2,0,0,BB,PRT,A,0
1,August,1,4,3,0,0,HB,PRT,E,0
1,August,1,4,2,0,0,HB,PRT,A,0
1,August,1,5,1,0,0,BB,PRT,D,0
1,August,3,6,1,0,0,BB,PRT,F,0
1,August,3,6,2,0,0,BB,PRT,F,0
1,August,2,5,2,1,1,FB,PRT,C,0
1,August,2,5,3,0,0,BB,PRT,E,0
1,August,0,3,2,0,0,BB,PRT,D,0
1,August,0,3,2,0,0,HB,PRT,E,0
1,August,0,5,2,0,1,HB,PRT,A,0
1,August,0,5,2,0,0,BB,PRT,A,0
1,August,1,5,2,0,0,BB,PRT,E,0
1,August,2,6,2,0,0,HB,PRT,E,0
1,August,2,6,1,0,0,BB,PRT,D,0
1,August,2,7,2,0,0,BB,PRT,F,0
1,August,2,7,2,0,0,HB,PRT,D,0
1,August,0,1,2,0,0,BB,PRT,A,0
1,August,0,1,1,0,0,BB,PRT,A,0
1,August,0,1,2,0,0,BB,PRT,A,0
1,August,0,4,2,0,0,BB,PRT,E,0
1,August,0,4,2,0,0,BB,PRT,E,0
1,August,0,4,2,0,0,BB,PRT,A,0
1,August,1,4,2,0,0,BB,PRT,E,0
1,August,2,7,2,2,0,BB,PRT,G,0
1,August,0,1,2,0,0,BB,PRT,D,0
1,August,0,3,2,0,1,HB,PRT,A,0
1,August,1,3,2,0,1,HB,PRT,A,0
1,August,1,3,2,0,0,BB,PRT,A,0
1,August,1,3,2,0,0,BB,PRT,A,0
1,August,1,3,2,0,1,HB,PRT,A,0
1,August,2,3,2,0,0,HB,PRT,E,0
1,August,2,3,2,0,0,HB,PRT,D,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,A,0
1,August,0,1,2,0,0,BB,PRT,D,0
1,August,0,1,2,0,0,BB,PRT,D,0
1,August,0,1,2,1,0,BB,PRT,A,0
1,August,0,2,2,0,0,BB,PRT,A,0
1,August,0,2,2,0,0,BB,PRT,A,0
1,August,1,2,2,2,0,BB,PRT,G,0
1,August,1,2,2,0,0,HB,PRT,A,0
1,August,0,2,2,0,0,HB,PRT,A,0
1,August,2,3,2,0,0,BB,PRT,C,0
1,August,2,4,2,0,0,BB,PRT,D,0
1,August,2,4,2,1,0,HB,PRT,A,0
1,August,2,4,2,2,0,BB,PRT,C,0
1,August,2,5,2,2,0,BB,PRT,H,0
1,August,2,7,2,0,0,BB,PRT,D,0
1,August,1,1,2,0,0,BB,PRT,E,0
1,August,2,3,2,0,0,BB,PRT,D,0
1,August,2,3,2,0,0,HB,PRT,A,0
1,August,2,4,2,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,BB,PRT,D,0
1,August,2,6,2,0,0,BB,PRT,E,0
1,August,2,1,2,0,0,BB,PRT,A,0
1,August,2,4,2,0,0,HB,PRT,E,0
1,August,2,5,2,2,0,BB,PRT,G,0
1,August,2,5,1,0,0,BB,PRT,A,0
1,August,2,5,2,0,0,HB,PRT,E,0
1,August,2,5,2,0,0,HB,PRT,E,0
1,August,4,8,2,0,0,BB,PRT,A,0
1,August,1,2,2,0,0,BB,PRT,E,0
1,August,1,2,2,1,0,BB,PRT,A,0
1,August,1,4,2,0,0,BB,PRT,D,0
1,August,1,5,2,0,0,BB,PRT,G,0
1,August,1,5,2,0,0,BB,PRT,A,0
1,September,0,2,2,1,1,BB,PRT,C,0
1,September,0,2,2,0,0,BB,PRT,A,0
1,September,0,3,2,0,0,HB,PRT,D,0
1,September,0,4,2,0,0,BB,PRT,E,0
1,September,0,4,2,0,0,BB,PRT,E,0
1,September,0,2,2,0,0,BB,PRT,D,0
1,September,0,5,2,0,0,BB,PRT,D,0
1,September,0,5,2,0,0,BB,PRT,D,0
1,September,2,5,2,0,0,BB,PRT,E,0
1,September,2,5,2,0,0,BB,PRT,A,0
